source,target
1497605466968723504,1471504126890557446
1497823537679114241,1104094260263972864
1497823537679114241,1473893833461043203
1497823537679114241,1281603283056910337
1497823537679114241,1305910070782251009
1497823537679114241,1429603854
1497823537679114241,775176739
1497823537679114241,1248995104817324034
1497823537679114241,1480861550114078721
1497823537679114241,1299075378116349953
1497823537679114241,1309430628488708098
1497823537679114241,1498649991052607489
1497823537679114241,1133076940842102784
1497823537679114241,1379709485325840387
1497823537679114241,1093091251463831554
1497823537679114241,834992149758255104
1497823537679114241,1098839084162789376
1497823537679114241,1242738027249586176
1497823537679114241,1300814862130360320
1497823537679114241,3308507935
1497823537679114241,4168701552
1497823537679114241,3034153315
1497823537679114241,955377674049929217
1497823537679114241,1436633331773231105
1497823537679114241,1182223571994628097
1497823537679114241,1497605466968723504
1497823537679114241,958759926549147649
1497823537679114241,1396421930929082369
1497823537679114241,1411892722999332865
1497823537679114241,1407321010030792706
1497823537679114241,1025097083882287104
1497823537679114241,1460180698556297221
1497823537679114241,1168038336541286400
1497823537679114241,2197201460
1497823537679114241,1366336069319335943
1497823537679114241,1260481048758149120
1497823537679114241,902853369332547585
1497823537679114241,1192409641273065473
1497823537679114241,2228020669
1497823537679114241,1428587673116037121
1497823537679114241,1436187424506277898
1497823537679114241,1472558789698019330
1497823537679114241,1268952216267902976
1497823537679114241,1147022537563357184
1497823537679114241,831682449864286208
1497823537679114241,3274572859
1497823537679114241,2469365941
1497823537679114241,1447946046449979396
1497823537679114241,1471504126890557446
1497823537679114241,1280037324504526848
1497823537679114241,1274587159584845825
958759926549147649,1431620243307188224
958759926549147649,1382680394349236228
958759926549147649,1287594949228150784
958759926549147649,1460180698556297221
958759926549147649,1468957860
958759926549147649,1012712417002807302
958759926549147649,1480215352550178817
958759926549147649,1303161128873156608
958759926549147649,3274985820
958759926549147649,1355217587714449409
958759926549147649,1355748483127369730
958759926549147649,1477144962286243849
958759926549147649,1447585902323113993
958759926549147649,1280037324504526848
958759926549147649,1282017061573668866
958759926549147649,1366336069319335943
958759926549147649,1506484559357317120
958759926549147649,1139519706698665984
958759926549147649,2876732521
958759926549147649,1215320525821464576
958759926549147649,1483759701506801664
958759926549147649,1385123312875950087
958759926549147649,857966831142936576
958759926549147649,795674214690918400
958759926549147649,1284839845861273602
958759926549147649,3221574320
958759926549147649,1247213980797427724
958759926549147649,1015680244768837632
958759926549147649,1133076940842102784
958759926549147649,2679666494
958759926549147649,1317498004199256064
958759926549147649,3269140134
958759926549147649,883720758723092480
958759926549147649,1447084409018990595
958759926549147649,1300814862130360320
958759926549147649,1475691974845886464
958759926549147649,1250017084890726405
958759926549147649,831682449864286208
958759926549147649,1305910070782251009
958759926549147649,1428587673116037121
958759926549147649,3274572859
958759926549147649,1498649991052607489
958759926549147649,3034153315
958759926549147649,1429603854
958759926549147649,1497605466968723504
958759926549147649,1497823537679114241
958759926549147649,1472558789698019330
958759926549147649,1146263752125374464
958759926549147649,860040731674775552
958759926549147649,1098839084162789376
958759926549147649,1150712699505897473
958759926549147649,746327100257271816
958759926549147649,3220242762
958759926549147649,705763745079791617
958759926549147649,703079769152159744
958759926549147649,1357736121535397888
958759926549147649,771622961153396736
958759926549147649,1403983669908303874
958759926549147649,1248995104817324034
958759926549147649,1071853071142141952
958759926549147649,902853369332547585
958759926549147649,2480095808
958759926549147649,1471504126890557446
958759926549147649,833359275233652736
958759926549147649,1303411433816780800
958759926549147649,925268797837099013
958759926549147649,1273713079587463173
958759926549147649,2872401203
958759926549147649,780439554784366592
958759926549147649,2469365941
958759926549147649,804911994717384705
958759926549147649,1462739030211129348
958759926549147649,1284892206323695616
958759926549147649,1436187424506277898
958759926549147649,1447946046449979396
958759926549147649,588244470
958759926549147649,850556860411269121
958759926549147649,2729195322
958759926549147649,1342889955526381571
958759926549147649,4648345698
958759926549147649,1294872708837081088
1429603854,1436187424506277898
1429603854,1447084409018990595
1429603854,1357736121535397888
1429603854,1022449381562150913
1429603854,1473893833461043203
1429603854,3274985820
1429603854,1317498004199256064
1429603854,2876732521
1429603854,1251386586383527936
1429603854,821685274786856960
1429603854,723752946740011008
1429603854,1257788962111799296
1429603854,1497823537679114241
1429603854,1245405862597779457
1429603854,1337383812934692864
1429603854,2872401203
1429603854,1460180698556297221
1429603854,1071853071142141952
1429603854,1278655748768063490
1429603854,1477144962286243849
1429603854,1428587673116037121
1429603854,1253945298461708291
1429603854,1418346760607395842
1429603854,1305910070782251009
1429603854,730358072506519552
1429603854,1104094260263972864
1429603854,1468957860
1429603854,785833074319818752
1429603854,778520107177738240
1429603854,2317926254
1429603854,1277835126236274688
1429603854,1452827631900975104
1429603854,1133076940842102784
1429603854,1242738027249586176
1429603854,3220242762
1429603854,958759926549147649
1429603854,3034153315
1429603854,974875971110158336
1429603854,1096420776914210816
1429603854,1184475769482825728
1429603854,1497605466968723504
1429603854,1475691974845886464
1429603854,850556860411269121
1429603854,1280037324504526848
1429603854,746327100257271816
1429603854,1098839084162789376
1429603854,1351451066622119937
1429603854,1248995104817324034
1429603854,3320026471
1429603854,860040731674775552
1429603854,1277637088842784769
1429603854,1472558789698019330
1429603854,1471504126890557446
1429603854,1168038336541286400
1429603854,725384293766291456
1429603854,1305531562243489793
1429603854,827629337809653761
1429603854,780439554784366592
1429603854,834992149758255104
1429603854,2469365941
1429603854,473729548
1429603854,1403983669908303874
1429603854,1150712699505897473
848901692091506688,1472558789698019330
848901692091506688,1446129388878106630
848901692091506688,1236708493303791617
848901692091506688,1392528066245664768
848901692091506688,1168038336541286400
848901692091506688,1044251886193430529
848901692091506688,1217660111725842432
848901692091506688,1302164668186726400
848901692091506688,1288142856201281537
848901692091506688,1280404187210121217
848901692091506688,1276263014568620033
848901692091506688,864798222375469056
848901692091506688,1214125978294706177
848901692091506688,1127648605005729792
848901692091506688,1037928132261621760
848901692091506688,947134742087868416
848901692091506688,844584816284700672
848901692091506688,855381715342241792
1317498004199256064,1436187424506277898
1317498004199256064,875529812407865344
1317498004199256064,1305910070782251009
1317498004199256064,2838973913
1317498004199256064,1098839084162789376
1317498004199256064,2872401203
1317498004199256064,3220242762
1317498004199256064,1139124129188073477
1317498004199256064,1420932229157449730
1317498004199256064,990479041554780160
1317498004199256064,3146208505
1317498004199256064,776681109392269312
1317498004199256064,1356933965165121537
1317498004199256064,902853369332547585
1317498004199256064,1468957860
1317498004199256064,1248995104817324034
1317498004199256064,958759926549147649
1317498004199256064,1403983669908303874
1317498004199256064,780439554784366592
1317498004199256064,1472558789698019330
1317498004199256064,1287670658311192576
1317498004199256064,850556860411269121
1317498004199256064,860040731674775552
1317498004199256064,746327100257271816
1317498004199256064,1071853071142141952
1317498004199256064,1311714565684486144
1317498004199256064,1181143410515668992
1317498004199256064,913734075587878912
1317498004199256064,1343726796030656512
1317498004199256064,1315216357818953728
1317498004199256064,705763745079791617
1317498004199256064,771622961153396736
1317498004199256064,1273713079587463173
1317498004199256064,2679666494
1317498004199256064,1247213980797427724
1317498004199256064,1344738920
1317498004199256064,725384293766291456
1317498004199256064,1150712699505897473
1317498004199256064,610131860
1277807884861009921,958759926549147649
1277807884861009921,2872401203
1277807884861009921,1502307527882862595
1277807884861009921,1347828010850910208
1277807884861009921,1497823537679114241
1277807884861009921,4168701552
1277807884861009921,1249295950549401600
1277807884861009921,1418346760607395842
1277807884861009921,1472558789698019330
1277807884861009921,1436187424506277898
1277807884861009921,1242738027249586176
1277807884861009921,1373851339780886530
1277807884861009921,1481629885265289220
1277807884861009921,705763745079791617
1277807884861009921,831682449864286208
1277807884861009921,1344738920
1277807884861009921,1071853071142141952
1277807884861009921,1465983923255664641
1277807884861009921,1345469474791591936
1277807884861009921,799230040294629377
1277807884861009921,883720758723092480
1277807884861009921,833359275233652736
1277807884861009921,1473683991194701835
1277807884861009921,1150712699505897473
1277807884861009921,1135751408802680832
1277807884861009921,1457724829465935874
1277807884861009921,3269140134
1277807884861009921,2469365941
1277807884861009921,1357736121535397888
1277807884861009921,1008363599226720256
1277807884861009921,3117377938
1277807884861009921,1451553004969103362
1277807884861009921,780439554784366592
1277807884861009921,1282017061573668866
1277807884861009921,3320026471
1277807884861009921,1248995104817324034
1277807884861009921,1366336069319335943
1277807884861009921,1150759257395982336
1277807884861009921,1286348827
1277807884861009921,1381516411424677888
1277807884861009921,902853369332547585
1277807884861009921,721713204980817927
1277807884861009921,75356497
1277807884861009921,1374564429161971713
1277807884861009921,1337748726664712194
1277807884861009921,1202525869870387200
1277807884861009921,1340896525522792448
1277807884861009921,1349577184776773641
1277807884861009921,1170370734725763074
1277807884861009921,1350143731362459651
1277807884861009921,1318817375098085376
1277807884861009921,1209158547876925440
1277807884861009921,1280037324504526848
1277807884861009921,2850449755
1277807884861009921,2274035814
1277807884861009921,1277224482751438853
1277807884861009921,2865344506
1277807884861009921,1247950199349116931
1277807884861009921,1192409641273065473
1277807884861009921,365417097
1277807884861009921,1253945298461708291
1277807884861009921,1267856551613775872
1277807884861009921,1313680675761876992
1277807884861009921,1273990077333602304
1277807884861009921,1274287300781002752
1253945298461708291,1473893833461043203
1253945298461708291,1471504126890557446
1253945298461708291,1150712699505897473
1253945298461708291,1497823537679114241
1253945298461708291,1335248103310442499
1253945298461708291,1390603207844397057
1253945298461708291,1429603854
1253945298461708291,1133076940842102784
1253945298461708291,1497605466968723504
1253945298461708291,1436187424506277898
1253945298461708291,1472558789698019330
1253945298461708291,1096420776914210816
1253945298461708291,833359275233652736
1253945298461708291,1465650935602900994
1253945298461708291,801105976833155073
1253945298461708291,1289636412921229312
1253945298461708291,1399388249097859072
1253945298461708291,1366749105670606850
1253945298461708291,1390571251173756928
1253945298461708291,1404863014797406208
1253945298461708291,1300814862130360320
1253945298461708291,1266854321909411840
1253945298461708291,725596869657657344
1253945298461708291,1227489553788755968
1253945298461708291,1390614320757624837
1253945298461708291,1405155196066357248
1253945298461708291,1402583121975943171
1253945298461708291,1402224937226539010
1253945298461708291,184081727
1253945298461708291,1312309286593130497
1253945298461708291,1343636562676879361
1253945298461708291,1397159800828354562
1253945298461708291,1236708493303791617
1253945298461708291,1305531562243489793
1253945298461708291,1193391667287490560
1253945298461708291,1391263495258140677
1253945298461708291,1375502220981006343
1253945298461708291,874171996732399620
1253945298461708291,2461025077
1253945298461708291,1104094260263972864
1253945298461708291,1385570105782804488
1253945298461708291,1150864097073754112
1253945298461708291,2926993738
1253945298461708291,1313680675761876992
1253945298461708291,1247950199349116931
1253945298461708291,1277807884861009921
1253945298461708291,757950422095060992
1253945298461708291,701423314527342592
1253945298461708291,232539245
1253945298461708291,1203304677170794496
1253945298461708291,1318100133058260993
1253945298461708291,1318576252316348426
1253945298461708291,1283662309877899264
1253945298461708291,1000797725917499393
1253945298461708291,759775073657982976
1253945298461708291,725384293766291456
1253945298461708291,1192409641273065473
1253945298461708291,1424627460
1253945298461708291,3316649845
1253945298461708291,3117423593
1253945298461708291,1168038336541286400
1253945298461708291,719932046726995970
1253945298461708291,1302895370981134336
1253945298461708291,1088332402907320320
1253945298461708291,1299254105534234624
1253945298461708291,1250017084890726405
1253945298461708291,1145265893351387137
1253945298461708291,1298588122888855555
1253945298461708291,1242738027249586176
1253945298461708291,2613722671
1253945298461708291,821685274786856960
1253945298461708291,3655187239
1253945298461708291,1294628405426569217
1253945298461708291,1285420845569982464
1253945298461708291,1290630379766874112
1253945298461708291,1289425453506105344
1253945298461708291,1289091713835970561
1253945298461708291,1303153105
1253945298461708291,1285822980736430081
1253945298461708291,2246015905
1253945298461708291,1280037324504526848
1253945298461708291,1110802279060234241
1253945298461708291,473729548
1253945298461708291,719929751293571072
1253945298461708291,1271356060645769217
1253945298461708291,864798222375469056
1253945298461708291,1267050143838113794
1253945298461708291,893383768324554753
1253945298461708291,802416910813933568
1253945298461708291,1265926912196530176
1253945298461708291,900319974186561537
1253945298461708291,719196288844103680
1253945298461708291,3274985820
1253945298461708291,780439554784366592
1253945298461708291,3034153315
1253945298461708291,1268811216257814530
1253945298461708291,827629337809653761
1253945298461708291,1107361405185880064
1253945298461708291,1159761810624352258
1253945298461708291,834992149758255104
1253945298461708291,3197723772
1253945298461708291,1256335538652676101
2228020669,1288399513976070144
2228020669,1293573114165702657
2228020669,833359275233652736
2228020669,1278655748768063490
2228020669,1497823537679114241
2228020669,1157894304292933632
2228020669,1479433559005818880
2228020669,1472558789698019330
2228020669,850556860411269121
2228020669,1109131503311577089
2228020669,1272239844169617408
2228020669,1351451066622119937
2228020669,4168701552
2228020669,473729548
2228020669,588244470
2228020669,919140608576557056
2228020669,1445309420628480004
2228020669,1116029468999426048
2228020669,1277835126236274688
2228020669,1355748483127369730
2228020669,1248995104817324034
2228020669,1366336069319335943
2228020669,1429616526588485633
2228020669,795674214690918400
2228020669,919062489102393349
1483029280699588608,1929602370
1483029280699588608,1198518473430691841
1483029280699588608,1234913612671672320
1483029280699588608,1489174540227776512
1483029280699588608,1505597597397909504
1483029280699588608,1486672225298092034
1483029280699588608,1494917005442527243
1483029280699588608,1498679768115716096
1483029280699588608,792011867195445248
1483029280699588608,1488128730132512769
1483029280699588608,1281573917904080899
1483029280699588608,1366061695274127364
1483029280699588608,1490686838318993412
1483029280699588608,1311951190955974656
1483029280699588608,1252580063767261184
1483029280699588608,1467174578703069185
1483029280699588608,2385086880
1483029280699588608,1470020647577440258
1483029280699588608,1316035465745555463
1483029280699588608,337327232
1483029280699588608,1086901991689932801
1483029280699588608,1114609891392413696
1483029280699588608,113328787
1483029280699588608,1264076300999725057
1483029280699588608,926875872119758848
1483029280699588608,1480563965285437440
1483029280699588608,1450072541586870276
1483029280699588608,1206968144461303808
1483029280699588608,1446448865918455811
1483029280699588608,1494908884049223683
1483029280699588608,1341769667157770241
1483029280699588608,1091908396687785985
1483029280699588608,714408128578789376
1483029280699588608,1450048050345373697
1483029280699588608,1449033326216368136
1483029280699588608,1436200295042666497
1483029280699588608,1470562809360441347
1483029280699588608,836590498739548163
1483029280699588608,1371011475104428034
1483029280699588608,1487345565167808515
1483029280699588608,1490964451566108674
1483029280699588608,1343890850418311173
1483029280699588608,1490350422153842688
1483029280699588608,1484104452449910785
1483029280699588608,1492164563889889284
1483029280699588608,1348670665662992384
1483029280699588608,1468502409987387393
1483029280699588608,1481739669612429313
1483029280699588608,2219054628
1483029280699588608,1367173996471480321
1483029280699588608,1465673906920902658
1483029280699588608,1476468278381801473
1483029280699588608,1424247123030142991
1483029280699588608,1489277532050366464
1483029280699588608,1191289169680617472
1483029280699588608,1481036718673641472
1483029280699588608,1490918393519931397
1483029280699588608,1219513581445636096
1483029280699588608,1277299685212839936
1483029280699588608,1261381508129886208
1483029280699588608,1374421779498688518
1483029280699588608,712162872558788608
1483029280699588608,859366253827411968
1483029280699588608,1320616771070537729
1483029280699588608,1440737634800713731
1483029280699588608,1437793525651886089
1483029280699588608,1387785618361491461
1483029280699588608,1462981909730848769
1483029280699588608,1424433180753371139
1483029280699588608,1371663343056875523
1483029280699588608,1351596363260203010
1483029280699588608,1150712699505897473
1483029280699588608,1259749733419020290
1483029280699588608,1387402625126060035
1483029280699588608,3817277778
1483029280699588608,1280037324504526848
1483029280699588608,1311327336332062720
1483029280699588608,1426922416794574849
1483029280699588608,1447878792676986880
1483029280699588608,1300791799250923522
1483029280699588608,4661615355
1483029280699588608,957337320948039680
1483029280699588608,1382680394349236228
1483029280699588608,1480861550114078721
1483029280699588608,473729548
1483029280699588608,850556860411269121
1483029280699588608,1433069586836975616
1483029280699588608,705763745079791617
1483029280699588608,1287594949228150784
1483029280699588608,1026724057184493573
